日付,A:総入園者数,B:有料入園者数,C:無料入園者数,D:Cのうち幼児,E:Cのうち小学生,F:Cのうち中学生,G:Cのうち障がい者,H:Cのうち市内６５歳以上,I:CのうちD〜H以外
2018-05-10,2102,1063,1039,422,16,200,92,184,125
2018-05-11,3312,1888,1424,679,52,107,108,291,187
2018-05-12,8322,4659,3663,2028,749,111,142,383,250
2018-05-13,1475,940,535,231,115,23,51,37,78
2018-05-14,1695,1053,642,356,16,73,32,97,68
2018-05-15,3072,1782,1290,601,57,196,59,261,116
2018-05-16,2928,1766,1162,602,46,69,77,271,97
2018-05-17,1527,625,902,271,36,276,44,84,191
2018-05-18,2773,1340,1433,929,105,50,56,39,254
2018-05-19,1152,705,447,139,96,103,16,27,66
2018-05-20,8059,4883,3176,1707,655,88,124,234,368
2018-05-21,3403,1927,1476,828,90,119,60,251,128
2018-05-22,3160,1592,1568,913,24,162,50,219,200
2018-05-23,0,0,0,0,0,0,0,0,0
2018-05-24,4498,1874,2624,1612,32,389,73,199,319
2018-05-25,3617,1591,2026,1344,40,129,58,208,247
2018-05-26,5150,3159,1991,1220,289,66,81,169,166
2018-05-27,7754,4787,2967,1777,691,54,113,210,122
2018-05-28,3522,1752,1770,516,872,13,78,204,87
2018-05-29,3139,1709,1430,939,19,8,65,233,166
2018-05-30,2482,1314,1168,583,49,85,65,162,224
2018-05-31,1195,501,694,179,2,378,28,48,59
2018-06-01,4657,1792,2865,1746,203,400,58,179,279
2018-06-02,5288,3177,2111,1334,375,33,71,167,131
2018-06-03,6494,3965,2529,1603,557,46,85,148,90
2018-06-04,3690,1970,1720,779,573,15,55,181,117
2018-06-05,2816,1536,1280,880,47,5,30,138,180
2018-06-06,2706,1534,1172,670,107,47,45,148,155
2018-06-07,2839,1318,1521,749,57,250,78,117,270
2018-06-08,1806,827,979,561,22,165,20,32,179
2018-06-09,3415,1909,1506,669,271,40,51,93,382
2018-06-10,6688,4133,2555,1702,448,38,91,158,118
2018-06-11,1974,1089,885,417,165,3,25,112,163
2018-06-12,823,397,426,117,243,0,8,7,51
2018-06-13,0,0,0,0,0,0,0,0,0
2018-06-14,2407,1140,1267,751,134,0,37,96,249
2018-06-15,3733,1570,2163,1065,592,8,44,140,314
2018-06-16,5929,3292,2637,1585,396,89,100,173,294
2018-06-17,6315,3789,2526,1597,438,60,83,157,191
2018-06-18,2355,1373,982,528,71,4,40,183,156
2018-06-19,4473,1982,2491,885,897,112,50,166,381
2018-06-20,1948,897,1051,421,138,12,36,144,300
2018-06-21,2478,1090,1388,424,338,252,36,109,229
2018-06-22,4509,1917,2592,1201,634,30,56,193,478
2018-06-23,6452,3560,2892,1943,360,31,98,162,298
2018-06-24,5227,3195,2032,1248,387,64,74,141,118
2018-06-25,2161,1348,813,426,139,5,27,98,118
2018-06-26,3281,1655,1626,408,696,32,43,207,240
2018-06-27,0,0,0,0,0,0,0,0,0
2018-06-28,2672,1158,1514,346,686,82,55,112,233
2018-06-29,2190,773,1417,421,588,65,34,43,266
2018-06-30,5370,2995,2375,1461,371,34,88,156,265
2018-07-01,1786,1234,552,285,92,35,38,32,70
2018-07-02,937,520,417,260,17,3,19,59,59
2018-07-03,1492,603,889,167,539,44,16,24,99
2018-07-04,1188,707,481,104,261,11,15,17,73
2018-07-05,645,220,425,25,160,178,7,7,48
2018-07-06,3530,1295,2235,682,991,164,46,132,220
2018-07-07,3893,2271,1622,1048,207,36,94,97,140
2018-07-08,6434,3886,2548,1706,366,67,96,181,132
2018-07-09,1655,962,693,368,73,1,36,83,132
2018-07-10,1646,827,819,347,238,28,26,43,137
2018-07-11,0,0,0,0,0,0,0,0,0
2018-07-12,2933,1507,1426,531,235,162,48,239,211
2018-07-13,1770,730,1040,649,55,29,22,53,232
2018-07-14,5900,3684,2216,1327,365,58,82,191,193
2018-07-15,1929,1320,609,344,108,31,33,40,53
2018-07-16,5370,3264,2106,1289,410,98,74,158,77
2018-07-17,2709,1400,1309,417,460,95,31,142,164
2018-07-18,3251,1492,1759,574,536,52,61,316,220
2018-07-19,2488,1101,1387,525,194,335,48,173,112
2018-07-20,2514,1187,1327,543,349,81,50,166,138
2018-07-21,3765,2256,1509,903,233,36,61,104,172
2018-07-22,4616,2812,1804,1161,297,63,67,130,86
2018-07-23,2958,1823,1135,712,158,5,37,168,55
2018-07-24,2900,1738,1162,722,136,14,56,138,96
2018-07-25,0,0,0,0,0,0,0,0,0
2018-07-26,3581,1746,1835,836,547,83,52,146,171
2018-07-27,3136,1493,1643,684,507,137,42,128,145
2018-07-28,5786,2426,3360,1100,529,82,550,132,967
2018-07-29,4833,2848,1985,1087,499,98,75,115,111
2018-07-30,3113,1648,1465,557,513,89,60,114,132
2018-07-31,2832,1430,1402,586,513,82,43,97,81
2018-08-01,3306,1538,1768,576,832,75,35,113,137
2018-08-02,3241,1635,1606,649,618,103,40,109,87
2018-08-03,3738,1934,1804,775,647,71,57,152,102
2018-08-04,4887,2883,2004,1051,559,113,59,132,90
2018-08-05,6378,3715,2663,1571,630,117,79,177,89
2018-08-06,4968,2652,2316,1060,790,116,60,164,126
2018-08-07,5192,2680,2512,1163,809,94,87,229,130
2018-08-08,0,0,0,0,0,0,0,0,0
2018-08-09,3058,1658,1400,443,602,81,40,117,117
2018-08-10,6422,3668,2754,1389,880,126,73,183,103
2018-08-11,9215,5548,3667,1776,1161,192,151,226,161
2018-08-12,15432,9261,6171,3408,1659,304,238,346,216
2018-08-13,8138,4833,3305,1543,1022,232,128,245,135
2018-08-14,7395,4670,2725,1197,925,205,105,185,108
2018-08-15,3714,2532,1182,447,463,118,40,71,43
2018-08-16,1034,618,416,165,99,49,14,29,60
2018-08-17,4097,2231,1866,766,602,93,45,175,185
2018-08-18,8433,4768,3665,2067,780,132,183,331,172
2018-08-19,4585,2690,1895,970,454,142,68,161,100
2018-08-20,4360,2605,1755,877,334,108,64,217,155
2018-08-21,2916,1542,1374,767,219,74,37,138,139
2018-08-22,0,0,0,0,0,0,0,0,0
2018-08-23,3862,1944,1918,1239,173,175,63,117,151
2018-08-24,2657,1109,1548,682,541,60,23,63,179
2018-08-25,2124,1425,699,361,175,49,30,42,42
2018-08-26,6587,3908,2679,1638,503,89,115,163,171
2018-08-27,3537,1958,1579,751,448,32,42,133,173
2018-08-28,3927,1747,2180,746,971,53,35,168,207
2018-08-29,4083,1814,2269,1251,446,14,49,192,317
2018-08-30,1593,709,884,295,357,25,30,15,162
2018-08-31,2129,987,1142,274,667,33,22,40,106
