日付,A:総入園者数,B:有料入園者数,C:無料入園者数,D:Cのうち幼児,E:Cのうち小学生,F:Cのうち中学生,G:Cのうち障がい者,H:Cのうち市内６５歳以上,I:CのうちD〜H以外
2014-02-01,1297,878,419,212,141,8,14,26,18
2014-02-02,1825,1174,651,313,201,10,27,29,71
2014-02-03,522,384,138,60,42,3,6,21,6
2014-02-04,592,370,222,139,33,3,4,26,17
2014-02-05,1232,0,1232,208,33,0,0,36,955
2014-02-06,1618,0,1618,394,56,1,0,80,1087
2014-02-07,1199,0,1199,222,43,3,0,54,877
2014-02-08,6491,0,6491,1318,795,43,0,212,4123
2014-02-09,6131,0,6131,1382,795,25,0,113,3816
2014-02-10,2250,0,2250,434,141,8,0,97,1570
2014-02-11,6114,0,6114,1254,750,13,0,136,3961
2014-02-12,1019,658,361,287,10,2,10,28,24
2014-02-13,643,336,307,238,17,0,4,7,41
2014-02-14,691,346,345,256,5,0,9,37,38
2014-02-15,1235,805,430,201,116,10,15,41,47
2014-02-16,1160,787,373,204,93,4,19,16,37
2014-02-17,194,172,22,12,2,4,0,2,2
2014-02-18,228,195,33,11,9,2,1,5,5
2014-02-19,408,311,97,54,6,0,5,10,22
2014-02-20,930,389,541,279,178,0,14,13,57
2014-02-21,520,264,256,205,4,1,2,8,36
2014-02-22,1354,951,403,219,87,8,21,36,32
2014-02-23,2047,1305,742,369,209,12,54,38,60
2014-02-24,832,535,297,206,10,1,8,46,26
2014-02-25,923,585,338,99,128,0,11,67,33
2014-02-26,1184,746,438,214,9,3,16,134,62
2014-02-27,1256,677,579,328,59,0,16,142,34
2014-02-28,864,473,391,263,19,0,13,57,39
2014-03-01,3133,2011,1122,435,231,17,43,184,212
2014-03-02,3070,1814,1256,606,217,35,41,133,224
2014-03-03,504,281,223,49,6,0,3,12,153
2014-03-04,568,256,312,72,11,1,9,11,208
2014-03-05,503,200,303,53,3,3,9,6,229
2014-03-06,340,131,209,20,10,1,5,7,166
2014-03-07,563,163,400,124,1,0,1,6,268
2014-03-08,1326,656,670,172,53,29,19,32,365
2014-03-09,2233,1199,1034,450,139,27,35,45,338
2014-03-10,636,248,388,103,4,3,2,11,265
2014-03-11,617,283,334,57,16,2,2,11,246
2014-03-12,747,254,493,134,5,1,7,24,322
2014-03-13,795,249,546,105,7,17,6,25,386
2014-03-14,773,234,539,130,3,6,12,14,374
2014-03-15,1465,743,722,253,102,17,22,29,299
2014-03-16,1868,888,980,299,179,20,21,36,425
2014-03-17,1035,471,564,143,9,10,15,34,353
2014-03-18,568,148,420,148,14,3,3,9,243
2014-03-19,1030,389,641,158,7,10,13,30,423
2014-03-20,903,355,548,180,60,8,8,27,265
2014-03-21,1148,553,595,190,100,20,13,15,257
2014-03-22,1648,834,814,248,163,33,12,24,334
2014-03-23,2915,1429,1486,586,162,20,26,32,660
2014-03-24,1456,616,840,307,36,23,12,42,420
2014-03-25,1335,512,823,267,44,41,16,30,425
2014-03-26,2036,800,1236,365,255,36,23,42,515
2014-03-27,2257,806,1451,413,290,39,30,58,621
2014-03-28,2023,763,1260,362,230,45,23,65,535
2014-03-29,4003,1824,2179,843,398,67,47,61,763
2014-03-30,2078,917,1161,327,203,36,43,15,537
2014-03-31,2064,671,1393,354,245,68,20,38,668
2014-04-01,1328,660,668,302,193,37,29,51,56
2014-04-02,2374,1151,1223,661,359,28,30,114,31
2014-04-03,1540,678,862,373,349,29,22,56,33
2014-04-04,263,123,140,30,67,6,3,3,31
2014-04-05,400,257,143,50,58,12,7,6,10
2014-04-06,1684,1039,645,355,184,34,18,21,33
2014-04-07,720,487,233,161,29,11,7,20,5
2014-04-08,1107,689,418,316,12,17,14,48,11
2014-04-09,1210,764,446,330,9,1,23,65,18
2014-04-10,239,184,55,28,3,0,4,14,6
2014-04-11,363,298,65,36,3,3,6,8,9
2014-04-12,2478,1657,821,546,156,12,18,42,47
2014-04-13,4821,2989,1832,1166,371,46,60,73,116
2014-04-14,1322,837,485,316,42,2,28,80,17
2014-04-15,681,479,202,112,42,0,10,25,13
2014-04-16,651,447,204,134,9,3,15,20,23
2014-04-17,667,501,166,110,10,4,5,26,11
2014-04-18,721,482,239,119,40,0,15,32,33
2014-04-19,3524,2070,1454,842,319,75,46,97,75
2014-04-20,6501,3894,2607,1777,464,53,75,118,120
2014-04-21,1255,814,441,251,76,1,22,63,28
2014-04-22,1088,745,343,210,35,4,7,71,16
2014-04-23,1319,982,337,220,8,2,16,61,30
2014-04-24,1589,1046,543,337,7,1,22,150,26
2014-04-25,1860,1133,727,430,30,3,41,158,65
2014-04-26,7769,4301,3468,2152,752,74,96,261,133
2014-04-27,8609,5048,3561,2308,823,70,88,195,77
2014-04-28,2543,1597,946,606,105,25,26,137,47
2014-04-29,8441,4719,3722,2130,886,94,119,398,95
2014-04-30,2661,1639,1022,534,38,9,47,340,54
2014-05-01,1509,1036,473,283,25,15,27,89,34
2014-05-02,4553,2766,1787,1021,143,57,74,405,87
2014-05-03,12513,6861,5652,2952,1539,135,231,590,205
2014-05-04,20633,11751,8882,5009,2326,204,295,772,276
2014-05-05,11990,6985,5005,2475,1468,184,202,466,210
2014-05-06,9035,5200,3835,1892,1051,150,155,465,122
2014-05-07,1886,1212,674,310,25,2,40,210,87
2014-05-08,1672,995,677,281,40,46,68,141,101
2014-05-09,1585,765,820,522,4,39,48,85,122
2014-05-10,4112,2338,1774,957,332,79,68,199,139
2014-05-11,7600,4458,3142,1836,684,64,158,276,124
2014-05-12,1406,928,478,294,13,5,21,108,37
2014-05-13,627,390,237,85,23,80,10,25,14
2014-05-14,1333,760,573,231,22,93,48,118,61
2014-05-15,1598,811,787,281,134,153,20,78,121
2014-05-16,600,102,498,53,112,248,2,4,79
2014-05-17,807,333,474,53,77,65,5,13,261
2014-05-18,2166,1146,1020,255,190,35,53,32,455
2014-05-19,1985,1102,883,656,8,54,28,78,59
2014-05-20,2341,1091,1250,809,26,81,41,106,187
2014-05-21,1244,603,641,329,22,142,18,65,65
2014-05-22,2763,839,1924,1191,104,278,20,117,214
2014-05-23,3119,1253,1866,1229,150,132,26,79,250
2014-05-24,3811,2121,1690,827,487,119,46,85,126
2014-05-25,6463,3739,2724,1658,646,82,97,121,120
2014-05-26,758,437,321,179,31,12,19,26,54
2014-05-27,1669,644,1025,630,21,134,31,78,131
2014-05-28,2678,1381,1297,830,3,133,55,116,160
2014-05-29,3215,1407,1808,1246,10,164,27,116,245
2014-05-30,2314,1235,1079,722,12,42,29,106,168
2014-05-31,4139,2551,1588,1070,261,25,57,119,56
2014-06-01,5904,3495,2409,1401,659,32,87,141,89
2014-06-02,3186,1738,1448,543,667,4,40,87,107
2014-06-03,2071,908,1163,788,40,93,20,43,179
2014-06-04,1528,767,761,419,35,132,12,45,118
2014-06-05,2140,993,1147,571,27,324,25,33,167
2014-06-06,3655,1663,1992,1437,9,197,34,78,237
2014-06-07,3935,2116,1819,1062,298,19,48,57,335
2014-06-08,1460,855,605,327,131,4,22,30,91
2014-06-09,1400,778,622,368,78,1,16,61,98
2014-06-10,1676,549,1127,533,294,0,25,39,236
2014-06-11,1779,736,1043,456,138,6,9,50,384
2014-06-12,901,271,630,221,286,6,21,11,85
2014-06-13,1052,572,480,233,18,137,3,4,85
2014-06-14,2802,1422,1380,632,310,25,49,56,308
2014-06-15,1604,964,640,310,152,24,30,68,56
2014-06-16,1249,317,932,311,455,0,44,21,101
2014-06-17,1877,909,968,305,260,70,19,37,277
2014-06-18,1733,525,1208,546,331,2,39,40,250
2014-06-19,2024,547,1477,498,597,1,13,42,326
2014-06-20,3081,885,2196,679,673,381,20,56,387
2014-06-21,6201,3339,2862,1587,690,52,69,121,343
2014-06-22,6292,3735,2557,1498,648,61,92,135,123
2014-06-23,2225,1105,1120,519,200,0,23,88,290
2014-06-24,3174,1399,1775,949,216,47,39,94,430
2014-06-25,1873,861,1012,321,303,2,34,119,233
2014-06-26,2222,894,1328,438,445,8,25,77,335
2014-06-27,2712,1102,1610,547,694,14,16,61,278
2014-06-28,6213,3164,3049,1902,590,47,64,111,335
2014-06-29,5085,3070,2015,1221,510,58,65,91,70
2014-06-30,1906,980,926,454,210,1,77,49,135
2014-07-01,1817,747,1070,518,246,114,15,39,138
2014-07-02,1576,727,849,241,384,5,18,65,136
2014-07-03,1770,676,1094,262,527,35,31,58,181
2014-07-04,2902,1259,1643,944,194,6,24,164,311
2014-07-05,4141,2383,1758,1061,364,42,45,82,164
2014-07-06,4369,2461,1908,1154,428,35,79,77,135
2014-07-07,1331,802,529,282,156,0,9,36,46
2014-07-08,2985,825,2160,287,1643,9,13,45,163
2014-07-09,1571,687,884,305,199,76,17,42,245
2014-07-10,680,295,385,104,113,46,24,13,85
2014-07-11,1933,664,1269,565,434,62,12,46,150
2014-07-12,3276,1738,1538,844,251,182,37,93,131
2014-07-13,4318,2505,1813,1049,422,60,54,120,108
2014-07-14,1502,859,643,372,110,8,33,46,74
2014-07-15,1426,796,630,262,167,38,32,50,81
2014-07-16,1139,617,522,263,12,55,18,65,109
2014-07-17,2132,954,1178,437,334,152,38,44,173
2014-07-18,2075,829,1246,536,255,24,11,74,346
2014-07-19,7088,4176,2912,1451,921,81,98,111,250
2014-07-20,5087,2401,2686,1041,580,62,320,98,585
2014-07-21,5277,3110,2167,1188,645,67,74,106,87
2014-07-22,1606,896,710,279,260,17,23,88,43
2014-07-23,835,378,457,95,84,177,19,32,50
2014-07-24,1902,1027,875,369,348,18,23,48,69
2014-07-25,1419,803,616,278,147,17,40,53,81
2014-07-26,2449,1496,953,323,432,52,38,36,72
2014-07-27,1587,954,633,253,226,26,39,30,59
2014-07-28,3226,1690,1536,622,592,67,46,119,90
2014-07-29,2736,1319,1417,571,568,71,37,91,79
2014-07-30,2734,1313,1421,630,507,68,32,96,88
2014-07-31,2361,1064,1297,526,451,61,33,79,147
2014-08-01,2324,1094,1230,441,447,136,29,56,121
2014-08-02,8949,5049,3900,1793,1540,166,97,154,150
2014-08-03,3303,1912,1391,636,452,153,30,69,51
2014-08-04,2338,1244,1094,425,434,68,31,66,70
2014-08-05,484,250,234,41,116,12,2,13,50
2014-08-06,2541,1265,1276,499,526,65,20,65,101
2014-08-07,1286,658,628,201,284,27,17,32,67
2014-08-08,2694,1246,1448,542,432,280,25,79,90
2014-08-09,10950,6432,4518,2105,1669,229,136,208,171
2014-08-10,4305,2560,1745,887,582,84,50,81,61
2014-08-11,1641,1012,629,252,230,64,22,33,28
2014-08-12,4744,2533,2211,1019,742,157,58,130,105
2014-08-13,4745,2663,2082,1065,614,120,68,141,74
2014-08-14,12251,7447,4804,2259,1720,269,167,244,145
2014-08-15,11786,7059,4727,2353,1593,282,130,249,120
2014-08-16,13256,7957,5299,2475,1926,341,155,264,138
2014-08-17,5509,3149,2360,1265,656,123,75,132,109
2014-08-18,3919,2008,1911,885,556,88,76,164,142
2014-08-19,418,218,200,73,41,19,6,4,57
2014-08-20,1855,1061,794,345,176,67,27,44,135
2014-08-21,3019,1573,1446,870,146,139,32,90,169
2014-08-22,880,487,393,147,156,29,9,16,36
2014-08-23,8542,5381,3161,1508,1029,161,191,97,175
2014-08-24,4886,2910,1976,1129,507,61,61,127,91
2014-08-25,1816,1119,697,489,92,16,10,45,45
2014-08-26,3704,1420,2284,1228,630,46,47,116,217
2014-08-27,3309,1372,1937,968,637,30,35,87,180
2014-08-28,2818,1147,1671,664,545,144,38,96,184
2014-08-29,3502,1499,2003,1313,357,24,26,95,188
2014-08-30,12755,7904,4851,2427,1645,146,175,214,244
2014-08-31,5008,2935,2073,1325,450,54,59,83,102
2014-09-01,2487,1208,1279,812,293,4,19,67,84
2014-09-02,3072,1243,1829,1003,553,1,22,67,183
2014-09-03,3405,1139,2266,1057,735,16,32,140,286
2014-09-04,944,211,733,106,461,72,2,4,88
2014-09-05,3825,887,2938,1225,1266,95,10,36,306
2014-09-06,4363,2526,1837,1078,441,31,53,98,136
2014-09-07,4604,2794,1810,1107,437,37,53,98,78
2014-09-08,2882,1142,1740,668,755,1,41,101,174
2014-09-09,3641,950,2691,668,1726,0,13,79,205
2014-09-10,3708,829,2879,527,1917,22,63,42,308
2014-09-11,691,526,165,68,26,9,23,12,27
2014-09-12,2310,1126,1184,550,350,2,20,60,202
2014-09-13,4330,2404,1926,991,471,101,73,125,165
2014-09-14,11628,6624,5004,2290,1860,168,164,235,287
2014-09-15,6224,3544,2680,1428,718,86,82,243,123
2014-09-16,1641,747,894,442,285,7,17,21,122
2014-09-17,2897,687,2210,921,966,1,12,26,284
2014-09-18,1286,571,715,492,78,7,9,23,106
2014-09-19,2247,493,1754,559,913,29,18,26,209
2014-09-20,3462,2029,1433,840,275,28,74,92,124
2014-09-21,5869,3496,2373,1395,585,44,96,151,102
2014-09-22,3177,1568,1609,989,319,27,33,67,174
2014-09-23,6421,3699,2722,1613,669,57,101,182,100
2014-09-24,3560,1029,2531,973,1114,25,31,108,280
2014-09-25,3519,809,2710,1236,946,0,105,47,376
2014-09-26,3506,1139,2367,1324,671,3,24,99,246
2014-09-27,3407,1906,1501,752,369,19,41,117,203
2014-09-28,3763,2179,1584,844,390,52,53,87,158
2014-09-29,2078,1058,1020,416,420,5,30,95,54
2014-09-30,1428,399,1029,778,48,0,8,26,169
2014-10-01,1762,815,947,635,115,7,15,68,107
2014-10-02,2540,842,1698,1125,173,7,75,66,252
2014-10-03,848,181,667,200,335,5,18,13,96
2014-10-04,1065,535,530,227,98,13,19,38,135
2014-10-05,4928,2865,2063,1127,487,63,71,193,122
2014-10-06,1454,635,819,378,121,3,18,37,262
2014-10-07,1868,721,1147,699,52,15,25,104,252
2014-10-08,1852,721,1131,638,77,46,17,90,263
2014-10-09,2352,883,1469,884,199,24,40,142,180
2014-10-10,851,403,448,257,65,19,10,3,94
2014-10-11,3007,1722,1285,774,233,45,42,80,111
2014-10-12,7535,4370,3165,1901,685,79,121,258,121
2014-10-13,5202,3155,2047,1040,613,58,83,146,107
2014-10-14,243,194,49,10,10,0,2,1,26
2014-10-15,1924,853,1071,569,147,23,39,185,108
2014-10-16,1856,584,1272,818,7,44,22,88,293
2014-10-17,576,219,357,105,94,54,3,37,64
2014-10-18,4614,2586,2028,1101,485,104,48,141,149
2014-10-19,6461,3662,2799,1541,774,68,82,175,159
2014-10-20,1643,924,719,362,200,2,16,89,50
2014-10-21,615,380,235,139,52,12,6,3,23
2014-10-22,1039,488,551,332,43,4,12,32,128
2014-10-23,1307,611,696,340,163,1,20,74,98
2014-10-24,1241,714,527,348,10,2,27,83,57
2014-10-25,3702,2218,1484,849,353,35,51,111,85
2014-10-26,5512,3294,2218,1343,525,53,64,167,66
2014-10-27,527,389,138,59,47,0,11,8,13
2014-10-28,404,271,133,79,5,1,0,10,38
2014-10-29,689,348,341,206,20,39,7,17,52
2014-10-30,1121,645,476,251,6,0,22,94,103
2014-10-31,822,451,371,225,6,0,18,70,52
2014-11-01,2946,1704,1242,690,280,31,47,94,100
2014-11-02,1178,811,367,147,103,12,16,25,64
2014-11-03,693,472,221,110,64,6,11,12,18
2014-11-04,399,279,120,59,27,4,10,7,13
2014-11-05,1247,736,511,220,134,3,24,96,34
2014-11-06,890,507,383,246,10,24,25,44,34
2014-11-07,529,324,205,117,57,0,3,7,21
2014-11-08,2930,1741,1189,657,257,24,47,100,104
2014-11-09,3815,2384,1431,859,345,26,40,94,67
2014-11-10,559,408,151,66,53,0,7,6,19
2014-11-11,1106,697,409,273,20,2,18,67,29
2014-11-12,614,401,213,66,91,1,7,29,19
2014-11-13,230,168,62,26,3,13,2,12,6
2014-11-14,168,143,25,11,2,0,1,4,7
2014-11-15,587,419,168,41,70,11,6,4,36
2014-11-16,1434,965,469,267,95,12,11,31,53
2014-11-17,749,587,162,73,64,4,5,5,11
2014-11-18,316,217,99,61,12,8,1,2,15
2014-11-19,580,317,263,123,90,12,8,9,21
2014-11-20,480,313,167,105,6,9,6,25,16
2014-11-21,433,229,204,51,2,107,7,10,27
2014-11-22,899,578,321,137,41,17,17,29,80
2014-11-23,4027,2496,1531,963,317,41,45,85,80
2014-11-24,2063,1267,796,447,232,21,30,35,31
2014-11-25,488,295,193,108,58,0,1,15,11
2014-11-26,487,348,139,71,15,1,9,22,21
2014-11-27,397,261,136,97,1,0,0,28,10
2014-11-28,656,356,300,119,118,1,9,30,23
2014-11-29,1217,692,525,278,94,18,22,21,92
2014-11-30,2989,1798,1191,795,200,31,43,77,45
2014-12-01,313,233,80,45,21,0,3,5,6
2014-12-02,182,157,25,10,12,0,0,0,3
2014-12-03,230,176,54,36,3,0,3,6,6
2014-12-04,240,197,43,24,1,0,2,12,4
2014-12-05,439,247,192,58,14,91,4,12,13
2014-12-06,885,604,281,170,52,4,12,21,22
2014-12-07,621,439,182,79,35,7,12,17,32
2014-12-08,340,268,72,43,15,0,4,7,3
2014-12-09,278,199,79,47,13,0,6,3,10
2014-12-10,335,203,132,102,2,0,6,4,18
2014-12-11,174,128,46,14,6,2,2,2,20
2014-12-12,377,224,153,95,18,11,3,9,17
2014-12-13,580,391,189,116,24,8,11,8,22
2014-12-14,921,641,280,141,65,12,11,22,29
2014-12-15,222,183,39,18,1,1,1,1,17
2014-12-16,177,109,68,37,10,1,1,0,19
2014-12-17,178,143,35,15,6,2,3,2,7
2014-12-18,201,171,30,4,9,2,3,2,10
2014-12-19,299,186,113,83,8,1,0,8,13
2014-12-20,1314,809,505,213,175,23,17,16,61
2014-12-21,972,651,321,166,72,11,12,17,43
2014-12-22,326,257,69,36,15,1,4,4,9
2014-12-23,869,606,263,137,77,3,9,15,22
2014-12-24,332,250,82,37,21,5,5,2,12
2014-12-25,524,389,135,72,23,13,3,8,16
2014-12-26,473,328,145,44,62,20,4,5,10
2014-12-27,917,633,284,120,69,26,19,25,25
2014-12-28,1305,894,411,193,135,27,13,23,20
2014-12-29,3,0,3,0,0,0,0,0,3
2014-12-30,0,0,0,0,0,0,0,0,0
2014-12-31,0,0,0,0,0,0,0,0,0
2015-01-01,7510,0,7510,793,557,85,0,407,5668
2015-01-02,6771,0,6771,798,673,83,0,227,4990
2015-01-03,7469,0,7469,1057,633,71,0,336,5372
2015-01-04,2855,1728,1127,485,357,78,38,100,69
2015-01-05,1336,750,586,210,205,52,18,65,36
2015-01-06,401,243,158,33,74,22,4,10,15
2015-01-07,404,255,149,60,54,4,6,18,7
2015-01-08,326,152,174,47,73,8,1,7,38
2015-01-09,614,284,330,151,105,16,7,14,37
2015-01-10,1578,1008,570,256,175,27,24,42,46
2015-01-11,2626,1665,961,469,287,50,37,77,41
2015-01-12,1912,1218,694,350,230,26,20,29,39
2015-01-13,887,473,414,197,115,34,15,30,23
2015-01-14,1371,624,747,226,336,15,34,83,53
2015-01-15,1103,646,457,212,148,5,14,57,21
2015-01-16,890,476,414,190,125,3,13,62,21
2015-01-17,1300,876,424,151,140,35,30,18,50
2015-01-18,1044,666,378,128,150,14,23,22,41
2015-01-19,571,365,206,82,81,4,5,23,11
2015-01-20,190,143,47,14,8,0,9,11,5
2015-01-21,519,385,134,84,2,3,6,31,8
2015-01-22,320,251,69,31,5,0,6,20,7
2015-01-23,198,162,36,25,2,0,1,6,2
2015-01-24,1952,1251,701,363,194,27,18,64,35
2015-01-25,3307,2040,1267,656,404,44,36,62,65
2015-01-26,646,442,204,132,2,0,13,35,22
2015-01-27,451,245,206,111,45,2,17,12,19
2015-01-28,616,339,277,77,117,34,6,17,26
2015-01-29,1298,505,793,592,92,0,7,43,59
2015-01-30,796,376,420,295,55,1,8,20,41
2015-01-31,2168,1313,855,435,252,18,43,41,66
2015-02-01,956,558,398,165,119,5,10,16,83
2015-02-02,226,176,50,23,6,6,3,8,4
2015-02-03,430,344,86,45,17,7,3,10,4
2015-02-04,595,417,178,102,25,1,5,15,30
2015-02-05,1429,0,1429,298,114,1,0,60,956
2015-02-06,1561,0,1561,380,18,1,0,72,1090
2015-02-07,6631,0,6631,1261,838,30,0,144,4358
2015-02-08,2720,0,2720,534,248,8,0,59,1871
2015-02-09,1556,0,1556,238,110,2,0,65,1141
2015-02-10,1501,0,1501,298,44,5,0,61,1093
2015-02-11,5666,0,5666,1197,650,24,0,182,3613
2015-02-12,954,670,284,208,33,1,6,13,23
2015-02-13,1021,279,742,483,151,0,3,10,95
2015-02-14,997,680,317,122,116,16,9,14,40
2015-02-15,783,530,253,97,105,7,9,10,25
2015-02-16,412,295,117,56,28,4,1,6,22
2015-02-17,1244,569,675,469,23,1,15,33,134
2015-02-18,698,435,263,198,7,0,6,24,28
2015-02-19,992,437,555,451,8,1,3,33,59
2015-02-20,852,489,363,251,20,1,7,35,49
2015-02-21,2590,1589,1001,631,209,23,25,68,45
2015-02-22,2201,1359,842,511,193,22,20,38,58
2015-02-23,840,528,312,240,13,1,11,29,18
2015-02-24,479,355,124,59,20,1,4,10,30
2015-02-25,605,397,208,156,4,0,3,18,27
2015-02-26,730,506,224,155,2,4,5,37,21
2015-02-27,347,290,57,32,3,1,5,12,4
2015-02-28,1039,701,338,153,110,5,22,22,26
2015-03-01,1420,901,519,263,135,21,14,49,37
2015-03-02,373,274,99,67,7,3,5,7,10
2015-03-03,641,515,126,62,16,0,6,26,16
2015-03-04,428,355,73,49,1,0,2,8,13
2015-03-05,569,426,143,80,5,3,1,12,42
2015-03-06,715,443,272,194,12,0,7,46,13
2015-03-07,1164,699,465,203,147,32,14,25,44
2015-03-08,3752,2281,1471,927,291,32,54,99,68
2015-03-09,448,363,85,38,5,7,6,15,14
2015-03-10,128,108,20,8,9,0,0,1,2
2015-03-11,410,318,92,44,7,1,2,6,32
2015-03-12,423,338,85,31,6,11,3,15,19
2015-03-13,343,253,90,50,9,6,1,17,7
2015-03-14,1601,994,607,293,183,33,22,32,44
2015-03-15,2728,1678,1050,667,222,28,29,56,48
2015-03-16,898,590,308,197,16,29,10,47,9
2015-03-17,805,504,301,213,17,10,6,37,18
2015-03-18,1321,839,482,341,18,13,21,61,28
2015-03-19,1013,681,332,167,25,12,26,73,29
2015-03-20,760,463,297,145,65,18,8,44,17
2015-03-21,3860,2299,1561,930,324,47,42,111,107
2015-03-22,3398,2031,1367,734,409,33,34,68,89
2015-03-23,1016,633,383,215,83,17,15,36,17
2015-03-24,429,280,149,70,34,14,7,13,11
2015-03-25,725,437,288,150,63,16,10,20,29
2015-03-26,2164,1123,1041,534,268,46,40,98,55
2015-03-27,3259,1618,1641,872,435,61,56,145,72
2015-03-28,4544,2511,2033,1187,516,57,68,135,70
2015-03-29,5089,2922,2167,1160,657,87,61,128,74
2015-03-30,3185,1573,1612,639,598,72,68,162,73
2015-03-31,1520,726,794,287,300,77,19,58,53
2015-04-01,3571,1844,1727,542,614,62,72,355,82
2015-04-02,6507,3150,3357,1175,1060,90,135,801,96
2015-04-03,345,230,115,30,56,5,6,10,8
2015-04-04,7934,4828,3106,1467,896,87,126,412,118
2015-04-05,4486,2884,1602,776,493,62,59,134,78
2015-04-06,1865,1222,643,261,97,30,30,186,39
2015-04-07,1216,850,366,147,26,3,33,131,26
2015-04-08,1567,1047,520,216,11,2,29,221,41
2015-04-09,2063,1281,782,348,15,2,49,320,48
2015-04-10,2443,1588,855,389,31,5,51,329,50
2015-04-11,4844,3175,1669,859,398,42,85,201,84
2015-04-12,9174,5697,3477,1777,978,65,132,347,178
2015-04-13,2985,1963,1022,413,47,14,56,445,47
2015-04-14,2742,1758,984,377,21,3,68,457,58
2015-04-15,396,330,66,20,2,0,7,18,19
2015-04-16,1131,779,352,113,7,5,40,156,31
2015-04-17,671,508,163,67,8,4,16,52,16
2015-04-18,4978,3236,1742,863,393,71,82,239,94
2015-04-19,5549,3607,1942,1025,537,70,50,176,84
2015-04-20,844,603,241,52,103,1,12,50,23
2015-04-21,1250,874,376,136,14,3,29,155,39
2015-04-22,3605,2185,1420,521,32,2,91,688,86
2015-04-23,4261,2536,1725,615,38,18,125,791,138
2015-04-24,1292,816,476,172,17,15,28,206,38
2015-04-25,8586,5193,3393,1617,806,78,145,571,176
2015-04-26,11944,7265,4679,2281,1216,93,172,743,174
2015-04-27,6084,3570,2514,794,96,8,132,1366,118
2015-04-28,4836,2850,1986,554,41,16,124,1127,124
2015-04-29,13918,8069,5849,2487,1607,214,248,1094,199
2015-04-30,6033,3640,2393,813,60,6,143,1261,110
2015-05-01,6384,4025,2359,958,132,70,156,888,155
2015-05-02,13285,7786,5499,2399,1601,184,311,750,254
2015-05-03,22719,13593,9126,4620,2636,289,384,898,299
2015-05-04,11382,7189,4193,1782,1389,220,204,444,154
2015-05-05,16889,9863,7026,3485,2107,209,311,665,249
2015-05-06,11602,6922,4680,2078,1501,252,222,471,156
2015-05-07,3669,2431,1238,533,44,10,79,495,77
2015-05-08,3738,1958,1780,705,183,115,70,460,247
2015-05-09,5010,3085,1925,945,440,62,116,197,165
2015-05-10,6463,4073,2390,1161,725,59,97,255,93
2015-05-11,3118,2014,1104,584,21,18,64,345,72
2015-05-12,1379,920,459,162,45,35,29,125,63
2015-05-13,1321,714,607,178,25,207,25,115,57
2015-05-14,1974,791,1183,231,95,519,83,88,167
2015-05-15,2353,1030,1323,577,127,283,37,128,171
2015-05-16,3138,1934,1204,564,316,58,74,110,82
2015-05-17,5020,3134,1886,940,554,52,109,122,109
2015-05-18,3057,1743,1314,637,72,166,81,233,125
2015-05-19,728,396,332,43,25,155,34,28,47
2015-05-20,2055,1033,1022,337,299,87,36,139,124
2015-05-21,2111,839,1272,759,42,143,30,70,228
2015-05-22,3532,1707,1825,1257,72,42,37,147,270
2015-05-23,6582,3689,2893,1376,588,66,111,232,520
2015-05-24,7164,4366,2798,1593,617,47,99,162,280
2015-05-25,2543,1424,1119,657,37,8,46,242,129
2015-05-26,2557,1138,1419,935,23,99,39,133,190
2015-05-27,2905,1500,1405,739,8,156,69,248,185
2015-05-28,3411,1354,2057,1308,6,246,37,188,272
2015-05-29,2727,1311,1416,692,16,260,64,203,181
2015-05-30,4440,2796,1644,983,259,23,89,188,102
2015-05-31,4343,2765,1578,755,499,53,73,122,76
2015-06-01,4359,2026,2333,822,1045,34,70,191,171
2015-06-02,2486,1277,1209,795,29,64,35,130,156
2015-06-03,1644,837,807,336,18,172,31,110,140
2015-06-04,1885,776,1109,742,11,158,18,31,149
2015-06-05,1136,555,581,337,74,85,8,20,57
2015-06-06,4595,2461,2134,943,373,160,73,111,474
2015-06-07,6188,3583,2605,1331,662,33,93,155,331
2015-06-08,2353,1341,1012,424,306,5,37,134,106
2015-06-09,1011,510,501,289,104,3,13,9,83
2015-06-10,1532,752,780,202,161,24,33,157,203
2015-06-11,2485,1063,1422,724,264,15,44,110,265
2015-06-12,4687,1939,2748,1095,696,401,45,144,367
2015-06-13,2510,1516,994,498,293,10,27,75,91
2015-06-14,5764,3439,2325,1308,611,77,93,151,85
2015-06-15,2483,1379,1104,559,178,5,33,140,189
2015-06-16,3549,1612,1937,976,350,12,59,190,350
2015-06-17,2714,1268,1446,782,251,6,37,120,250
2015-06-18,2371,1137,1234,534,254,3,50,164,229
2015-06-19,3656,1800,1856,948,397,2,45,117,347
2015-06-20,7528,4073,3455,1880,743,112,100,159,461
2015-06-21,6067,3747,2320,1328,552,47,95,194,104
2015-06-22,2087,1197,890,453,56,70,37,139,135
2015-06-23,2327,921,1406,552,513,14,14,71,242
2015-06-24,2469,1324,1145,197,481,8,45,115,299
2015-06-25,2397,1005,1392,428,443,67,38,109,307
2015-06-26,2661,1187,1474,478,510,12,63,131,280
2015-06-27,4861,2609,2252,1331,412,23,47,120,319
2015-06-28,2716,1761,955,447,277,46,30,75,80
2015-06-29,1743,1058,685,402,55,1,48,79,100
2015-06-30,1022,367,655,148,405,1,5,38,58
2015-07-01,630,346,284,43,145,0,16,34,46
2015-07-02,1478,567,911,121,639,9,13,34,95
